 
                    =================


  WATER DEPTH= -120.000    WAVE AMPLITUDE=  0.50
  WAVE NUMBER=  1.50000  K0=  1.50000  WAVE LENGTH=   4.1888
  ANGULAR FREQU.=  3.83543   WAVE PERIOD=  1.638
  WAVE DIRECTION:  0.000  Degree

    INODE      XP       YP       ZP       S_ANGLE
  709      0.000000     -0.125000     -1.000000     -0.000000      0.000000
  710     -0.125000     -0.250000     -1.000000     -0.053097     -0.053175
  711     -0.250000     -0.250000     -1.000000     -0.104330     -0.104485
  712     -0.250000     -0.125000     -1.000000     -0.104333     -0.104485
  713     -0.375000     -0.250000     -1.000000     -0.151908     -0.152133
  714     -0.500000     -0.250000     -1.000000     -0.194156     -0.194449
  715     -0.500000     -0.125000     -1.000000     -0.194161     -0.194449
  716     -0.625000     -0.250000     -1.000000     -0.229602     -0.229948
  717     -0.750000     -0.250000     -1.000000     -0.256990     -0.257387
  718     -0.750000     -0.125000     -1.000000     -0.256996     -0.257387
  719     -0.875000     -0.250000     -1.000000     -0.275295     -0.275803
  720      0.875000     -0.500000     -1.000000      0.275282      0.275803
  721      0.750000     -0.500000     -1.000000      0.256979      0.257387
  722      0.750000     -0.375000     -1.000000      0.256989      0.257387
  723      0.625000     -0.500000     -1.000000      0.229593      0.229948
  724      0.500000     -0.500000     -1.000000      0.194150      0.194449
  725      0.500000     -0.375000     -1.000000      0.194157      0.194449
  726      0.375000     -0.500000     -1.000000      0.151904      0.152133
  727      0.250000     -0.500000     -1.000000      0.104327      0.104485
  728      0.250000     -0.375000     -1.000000      0.104331      0.104485
  729      0.125000     -0.500000     -1.000000      0.053095      0.053175
  730      0.000000     -0.500000     -1.000000     -0.000000      0.000000
  731      0.000000     -0.375000     -1.000000     -0.000000      0.000000
  732     -0.125000     -0.500000     -1.000000     -0.053095     -0.053175
  733     -0.250000     -0.500000     -1.000000     -0.104327     -0.104485
  734     -0.250000     -0.375000     -1.000000     -0.104331     -0.104485
  735     -0.375000     -0.500000     -1.000000     -0.151904     -0.152133
  736     -0.500000     -0.500000     -1.000000     -0.194150     -0.194449
  737     -0.500000     -0.375000     -1.000000     -0.194157     -0.194449
  738     -0.625000     -0.500000     -1.000000     -0.229593     -0.229948
  739     -0.750000     -0.500000     -1.000000     -0.256979     -0.257387
  740     -0.750000     -0.375000     -1.000000     -0.256989     -0.257387
  741     -0.875000     -0.500000     -1.000000     -0.275282     -0.275803
  742      0.875000     -0.750000     -1.000000      0.275246      0.275803
  743      0.750000     -0.750000     -1.000000      0.256953      0.257387
  744      0.750000     -0.625000     -1.000000      0.256972      0.257387
  745      0.625000     -0.750000     -1.000000      0.229574      0.229948
  746      0.500000     -0.750000     -1.000000      0.194137      0.194449
  747      0.500000     -0.625000     -1.000000      0.194148      0.194449
  748      0.375000     -0.750000     -1.000000      0.151895      0.152133
  749      0.250000     -0.750000     -1.000000      0.104322      0.104485
  750      0.250000     -0.625000     -1.000000      0.104327      0.104485
  751      0.125000     -0.750000     -1.000000      0.053092      0.053175
  752      0.000000     -0.750000     -1.000000     -0.000000      0.000000
  753      0.000000     -0.625000     -1.000000     -0.000000      0.000000
  754     -0.125000     -0.750000     -1.000000     -0.053092     -0.053175
  755     -0.250000     -0.750000     -1.000000     -0.104322     -0.104485
  756     -0.250000     -0.625000     -1.000000     -0.104327     -0.104485
  757     -0.375000     -0.750000     -1.000000     -0.151895     -0.152133
  758     -0.500000     -0.750000     -1.000000     -0.194137     -0.194449
  759     -0.500000     -0.625000     -1.000000     -0.194148     -0.194449
  760     -0.625000     -0.750000     -1.000000     -0.229574     -0.229948
  761     -0.750000     -0.750000     -1.000000     -0.256953     -0.257387
  762     -0.750000     -0.625000     -1.000000     -0.256972     -0.257387
  763     -0.875000     -0.750000     -1.000000     -0.275246     -0.275803
  764      0.750000     -0.875000     -1.000000      0.256865      0.257387
  765      0.500000     -0.875000     -1.000000      0.194078      0.194449
  766      0.250000     -0.875000     -1.000000      0.104290      0.104485
  767      0.000000     -0.875000     -1.000000     -0.000000      0.000000
  768     -0.250000     -0.875000     -1.000000     -0.104290     -0.104485
  769     -0.500000     -0.875000     -1.000000     -0.194078     -0.194449
  770     -0.750000     -0.875000     -1.000000     -0.256865     -0.257387
